"|","|__name","|__scientific_name","|__gbif_id","|__iucn_status"
"831","Bewick's Wren","Thryomanes bewickii (Audubon, 1827)","2493843","LEAST_CONCERN"
"832","House Wren","Troglodytes aedon Vieillot, 1809","5231459","LEAST_CONCERN"
"833","Pacific Wren","Troglodytes pacificus S.F.Baird, 1864","9533566","LEAST_CONCERN"
"834","Winter Wren","Troglodytes hiemalis Vieillot, 1819","7340825","LEAST_CONCERN"
"835","Marsh Wren","Cistothorus palustris (A.Wilson, 1810)","2493863","LEAST_CONCERN"
"836","Blue-gray Gnatcatcher","Polioptila caerulea (Linnaeus, 1766)","2487596","LEAST_CONCERN"
"837","Black-tailed Gnatcatcher","Polioptila melanura Lawrence, 1857","2487586","LEAST_CONCERN"
"838","American Dipper","Cinclus mexicanus Swainson, 1827","9606873","LEAST_CONCERN"
"839","Golden-crowned Kinglet","Regulus satrapa Lichtenstein, 1823","2484591","LEAST_CONCERN"
"840","Ruby-crowned Kinglet","Regulus calendula (Linnaeus, 1766)","2484597","LEAST_CONCERN"
"841","Wrentit","Chamaea fasciata (Gambel, 1845)","2493558","LEAST_CONCERN"
"842","Eastern Bluebird","Sialia sialis (Linnaeus, 1758)","2490941","LEAST_CONCERN"
"843","Western Bluebird","Sialia mexicana Swainson, 1832","2490936","LEAST_CONCERN"
"844","Mountain Bluebird","Sialia currucoides (Bechstein, 1798)","2490935","LEAST_CONCERN"
"845","Townsend's Solitaire","Myadestes townsendi (Audubon, 1838)","2490849","LEAST_CONCERN"
"846","Veery","Catharus fuscescens (Stephens, 1817)","2490804","LEAST_CONCERN"
"847","Swainson's Thrush","Catharus ustulatus (Nuttall, 1840)","2490821","LEAST_CONCERN"
"848","Hermit Thrush","Catharus guttatus (Pallas, 1811)","2490810","LEAST_CONCERN"
"849","Wood Thrush","Hylocichla mustelina (Gmelin, 1789)","2490872","LEAST_CONCERN"
"850","Varied Thrush","Ixoreus naevius (Gmelin, 1789)","2490926","LEAST_CONCERN"
"851","Gray Catbird","Dumetella carolinensis (Linnaeus, 1766)","2494936","LEAST_CONCERN"
"852","Northern Mockingbird","Mimus polyglottos (Linnaeus, 1758)","5231677","LEAST_CONCERN"
"853","Brown Thrasher","Toxostoma rufum (Linnaeus, 1758)","9479809","LEAST_CONCERN"
"854","Curve-billed Thrasher","Toxostoma curvirostre (Swainson, 1827)","5231688","LEAST_CONCERN"
"855","California Thrasher","Toxostoma redivivum (Gambel, 1845)","5231713","LEAST_CONCERN"
"856","European Starling","Sturnus vulgaris Linnaeus, 1758","9809229","LEAST_CONCERN"
"857","American Pipit","Anthus rubescens (Tunstall, 1771)","2490263","LEAST_CONCERN"
"858","Bohemian Waxwing","Bombycilla garrulus (Linnaeus, 1758)","2484605","LEAST_CONCERN"
"859","Cedar Waxwing","Bombycilla cedrorum Vieillot, 1808","2484609","LEAST_CONCERN"
"860","Ovenbird","Seiurus aurocapilla (Linnaeus, 1766)","2489590","LEAST_CONCERN"
"861","Louisiana Waterthrush","Parkesia motacilla (Vieillot, 1809)","6093862","LEAST_CONCERN"
"862","Northern Waterthrush","Parkesia noveboracensis (J.F.Gmelin, 1789)","6093856","LEAST_CONCERN"
"863","Blue-winged Warbler","Vermivora cyanoptera Olson & Reveal, 2009","6093846","LEAST_CONCERN"
"864","Black-and-white Warbler","Mniotilta varia (Linnaeus, 1766)","2489613","LEAST_CONCERN"
"865","Prothonotary Warbler","Protonotaria citrea (Boddaert, 1783)","2489871","LEAST_CONCERN"
"866","Tennessee Warbler","Leiothlypis peregrina (A.Wilson, 1811)","7415507","LEAST_CONCERN"
"867","Orange-crowned Warbler","Leiothlypis celata (Say, 1822)","8169649","LEAST_CONCERN"
"868","Nashville Warbler","Leiothlypis ruficapilla (A.Wilson, 1811)","7531611","LEAST_CONCERN"
"869","MacGillivray's Warbler","Geothlypis tolmiei (J.K.Townsend, 1839)","5789146","LEAST_CONCERN"
"870","Mourning Warbler","Geothlypis philadelphia (A.Wilson, 1810)","5789148","LEAST_CONCERN"
"871","Hooded Warbler","Setophaga citrina (Boddaert, 1783)","6093374","LEAST_CONCERN"
"872","Cape May Warbler","Setophaga tigrina (J.F.Gmelin, 1789)","6093357","LEAST_CONCERN"
"873","Northern Parula","Setophaga americana (Linnaeus, 1758)","6093345","LEAST_CONCERN"
"874","Blackburnian Warbler","Setophaga fusca (Statius Müller, 1776)","6093199","LEAST_CONCERN"
"875","Yellow Warbler","Setophaga petechia (Linnaeus, 1766)","7341834","LEAST_CONCERN"
"876","Palm Warbler","Setophaga palmarum (J.F.Gmelin, 1789)","7341822","LEAST_CONCERN"
"877","Pine Warbler","Setophaga pinus (Linnaeus, 1766)","7341816","LEAST_CONCERN"
"878","Yellow-throated Warbler","Setophaga dominica (Linnaeus, 1766)","7341800","LEAST_CONCERN"
"879","Prairie Warbler","Setophaga discolor (Vieillot, 1809)","7341789","LEAST_CONCERN"
"880","Black-throated Gray Warbler","Setophaga nigrescens (J.K.Townsend, 1837)","7341770","LEAST_CONCERN"
"881","Townsend's Warbler","Setophaga townsendi (J.K.Townsend, 1837)","6092651","LEAST_CONCERN"
"882","Hermit Warbler","Setophaga occidentalis (J.K.Townsend, 1837)","6092644","LEAST_CONCERN"
"883","Black-throated Green Warbler","Setophaga virens (J.F.Gmelin, 1789)","6092631","LEAST_CONCERN"
"884","Canada Warbler","Cardellina canadensis (Linnaeus, 1766)","6091946","LEAST_CONCERN"
"885","Wilson's Warbler","Cardellina pusilla (A.Wilson, 1811)","7341606","LEAST_CONCERN"
"886","Yellow-breasted Chat","Icteria virens (Linnaeus, 1758)","2489989","LEAST_CONCERN"
"887","Green-tailed Towhee","Pipilo chlorurus (Audubon, 1839)","2491276","LEAST_CONCERN"
"888","Spotted Towhee","Pipilo maculatus Swainson, 1827","9709230","LEAST_CONCERN"
"889","Eastern Towhee","Pipilo erythrophthalmus (Linnaeus, 1758)","2491205","LEAST_CONCERN"
"890","Rufous-crowned Sparrow","Aimophila ruficeps (Cassin, 1852)","2491961","LEAST_CONCERN"
"891","Canyon Towhee","Melozone fusca (Swainson, 1827)","7341622","LEAST_CONCERN"
"892","California Towhee","Melozone crissalis (Vigors, 1839)","7341600","LEAST_CONCERN"
"893","Abert's Towhee","Melozone aberti (S.F.Baird, 1852)","7341587","LEAST_CONCERN"
"894","American Tree Sparrow","Spizelloides arborea (A.Wilson, 1810)","7357320","NOT_EVALUATED"
"895","Clay-colored Sparrow","Spizella pallida (Swainson, 1832)","2492101","LEAST_CONCERN"
"896","Brewer's Sparrow","Spizella breweri Cassin, 1856","2492099","LEAST_CONCERN"
"897","Field Sparrow","Spizella pusilla (A.Wilson, 1810)","2492096","LEAST_CONCERN"
"898","Vesper Sparrow","Pooecetes gramineus (J.F.Gmelin, 1789)","2491728","LEAST_CONCERN"
"899","Lark Sparrow","Chondestes grammacus (Say, 1822)","2491651","LEAST_CONCERN"
"900","Savannah Sparrow","Passerculus sandwichensis (J.F.Gmelin, 1789)","5231142","LEAST_CONCERN"
"901","Fox Sparrow","Passerella iliaca (Merrem, 1786)","2491872","LEAST_CONCERN"
"902","Song Sparrow","Melospiza melodia (A.Wilson, 1810)","2492196","LEAST_CONCERN"
"903","Lincoln's Sparrow","Melospiza lincolnii (Audubon, 1834)","2492192","LEAST_CONCERN"
"904","Swamp Sparrow","Melospiza georgiana (Latham, 1790)","2492235","LEAST_CONCERN"
"905","Dark-eyed Junco","Junco hyemalis (Linnaeus, 1758)","9362842","LEAST_CONCERN"
"906","Summer Tanager","Piranga rubra (Linnaeus, 1758)","2488485","LEAST_CONCERN"
"907","Pyrrhuloxia","Cardinalis sinuatus Bonaparte, 1838","2490405","LEAST_CONCERN"
"908","Dickcissel","Spiza americana (J.F.Gmelin, 1789)","2490363","LEAST_CONCERN"
"909","Eastern Meadowlark","Sturnella magna (Linnaeus, 1758)","2484254","NEAR_THREATENED"
"910","Western Meadowlark","Sturnella neglecta Audubon, 1844","9596413","LEAST_CONCERN"
"911","Rusty Blackbird","Euphagus carolinus (Statius Muller, 1776)","2484184","VULNERABLE"
"912","Common Grackle","Quiscalus quiscula (Linnaeus, 1758)","2484155","NEAR_THREATENED"
"913","Boat-tailed Grackle","Quiscalus major Vieillot, 1819","2484133","LEAST_CONCERN"
"914","Great-tailed Grackle","Quiscalus mexicanus (Gmelin, 1788)","9476062","LEAST_CONCERN"
"915","Bronzed Cowbird","Molothrus aeneus (Wagler, 1829)","2484404","LEAST_CONCERN"
"916","Orchard Oriole","Icterus spurius (Linnaeus, 1766)","5229935","LEAST_CONCERN"
"917","Gray-crowned Rosy-Finch","Leucosticte tephrocotis (Swainson, 1832)","2494360","LEAST_CONCERN"
"918","Black Rosy-Finch","Leucosticte atrata Ridgway, 1874","2494372","ENDANGERED"
"919","Brown-capped Rosy-Finch","Leucosticte australis Ridgway, 1874","2494359","ENDANGERED"
"920","Common Redpoll","Acanthis flammea (Linnaeus, 1758)","5231630","LEAST_CONCERN"
"921","Hoary Redpoll","Acanthis hornemanni (Holböll, 1843)","5231646","NOT_EVALUATED"
"922","Pine Siskin","Spinus pinus (A.Wilson, 1810)","5231635","LEAST_CONCERN"
"923","Western Wood-Pewee","Contopus sordidulus P.L.Sclater, 1859","5229754","LEAST_CONCERN"
"924","Eastern Wood-Pewee","Contopus virens (Linnaeus, 1766)","5229734","LEAST_CONCERN"
"925","Least Flycatcher","Empidonax minimus (W.M.Baird & S.F.Baird, 1843)","2482791","LEAST_CONCERN"
"926","Pacific-slope Flycatcher","Empidonax difficilis S.F.Baird, 1858","9568685","LEAST_CONCERN"
"927","Cordilleran Flycatcher","Empidonax occidentalis Nelson, 1897","2482805","LEAST_CONCERN"
"928","Black Phoebe","Sayornis nigricans (Swainson, 1827)","2483612","LEAST_CONCERN"
"929","Eastern Phoebe","Sayornis phoebe (Latham, 1790)","2483606","LEAST_CONCERN"
"930","Say's Phoebe","Sayornis saya (Bonaparte, 1825)","2483607","LEAST_CONCERN"
"931","Ash-throated Flycatcher","Myiarchus cinerascens (Lawrence, 1851)","2483600","LEAST_CONCERN"
"932","Great Crested Flycatcher","Myiarchus crinitus (Linnaeus, 1758)","2483597","LEAST_CONCERN"
"933","Cassin's Kingbird","Tyrannus vociferans Swainson, 1826","5229681","LEAST_CONCERN"
"934","Western Kingbird","Tyrannus verticalis Say, 1823","5229675","LEAST_CONCERN"
"935","Eastern Kingbird","Tyrannus tyrannus (Linnaeus, 1758)","5229688","LEAST_CONCERN"
"936","Scissor-tailed Flycatcher","Tyrannus forficatus (Gmelin, 1789)","5229687","LEAST_CONCERN"
"937","Loggerhead Shrike","Lanius ludovicianus Linnaeus, 1766","2492870","NEAR_THREATENED"
"938","Northern Shrike","Falcunculus whitei A.J.Campbell, 1910","4846563","LEAST_CONCERN"
"939","White-eyed Vireo","Vireo griseus (Boddaert, 1783)","2487413","LEAST_CONCERN"
"940","Bell's Vireo","Vireo bellii Audubon, 1844","2487441","LEAST_CONCERN"
"941","Yellow-throated Vireo","Vireo flavifrons Vieillot, 1808","2487453","LEAST_CONCERN"
"942","Plumbeous Vireo","Vireo plumbeus Coues, 1866","9353154","LEAST_CONCERN"
"943","Cassin's Vireo","Vireo cassinii Xantus de Vesey, 1858","9552291","LEAST_CONCERN"
"944","Blue-headed Vireo","Vireo solitarius (A.Wilson, 1810)","2487456","LEAST_CONCERN"
"945","Hutton's Vireo","Vireo huttoni Cassin, 1851","9722986","LEAST_CONCERN"
"946","Warbling Vireo","Vireo gilvus (Vieillot, 1808)","2487446","LEAST_CONCERN"
"947","Red-eyed Vireo","Vireo olivaceus (Linnaeus, 1766)","2487430","LEAST_CONCERN"
"948","Gray Jay","Perisoreus canadensis (Linnaeus, 1766)","2482436","LEAST_CONCERN"
"949","Steller's Jay","Cyanocitta stelleri (Gmelin, 1788)","2482598","LEAST_CONCERN"
"950","Blue Jay","Cyanocitta cristata (Linnaeus, 1758)","2482593","LEAST_CONCERN"
"951","Florida Scrub-Jay","Aphelocoma coerulescens (Bosc, 1795)","2482400","VULNERABLE"
"952","Western Scrub-Jay","Aphelocoma californica (Vigors, 1839)","2482414","LEAST_CONCERN"
"953","Mexican Jay","Aphelocoma wollweberi Kaup, 1855","9441907","LEAST_CONCERN"
